year,session,target_utt_id,source_utt_id,status,block_length,target_duration_seconds,source_duration_seconds,duration_residual_seconds,source_wav
2021,SDRW2100000468,SDRW2100000468.1.1.1,SDRW2100000468.1.1.1,identity_high_confidence,1,2.719,2.719875,-0.009125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.1.wav
2021,SDRW2100000468,SDRW2100000468.1.1.2,SDRW2100000468.1.1.2,identity_high_confidence,1,1.041,1.039875,-0.011125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.2.wav
2021,SDRW2100000468,SDRW2100000468.1.1.3,SDRW2100000468.1.1.3,identity_high_confidence,1,2.21,2.209875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.3.wav
2021,SDRW2100000468,SDRW2100000468.1.1.4,SDRW2100000468.1.1.4,identity_high_confidence,1,1.279,1.279875,-0.009125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.4.wav
2021,SDRW2100000468,SDRW2100000468.1.1.5,SDRW2100000468.1.1.5,identity_high_confidence,1,1.01,1.009875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.5.wav
2021,SDRW2100000468,SDRW2100000468.1.1.6,SDRW2100000468.1.1.6,identity_high_confidence,1,1.03,1.029875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.6.wav
2021,SDRW2100000468,SDRW2100000468.1.1.7,SDRW2100000468.1.1.7,identity_high_confidence,1,2.83,2.829875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.7.wav
2021,SDRW2100000468,SDRW2100000468.1.1.8,SDRW2100000468.1.1.8,identity_high_confidence,1,3.869,3.869875,-0.009125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.8.wav
2021,SDRW2100000468,SDRW2100000468.1.1.9,SDRW2100000468.1.1.9,identity_high_confidence,1,0.92,0.919875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.9.wav
2021,SDRW2100000468,SDRW2100000468.1.1.10,SDRW2100000468.1.1.10,identity_high_confidence,1,0.62,0.619875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.10.wav
2021,SDRW2100000468,SDRW2100000468.1.1.11,SDRW2100000468.1.1.11,identity_high_confidence,1,2.18,2.179875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.11.wav
2021,SDRW2100000468,SDRW2100000468.1.1.12,SDRW2100000468.1.1.12,identity_high_confidence,1,0.74,0.739875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.12.wav
2021,SDRW2100000468,SDRW2100000468.1.1.13,SDRW2100000468.1.1.13,identity_high_confidence,1,2.44,2.439875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.13.wav
2021,SDRW2100000468,SDRW2100000468.1.1.14,SDRW2100000468.1.1.14,identity_high_confidence,1,2.15,2.149875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.14.wav
2021,SDRW2100000468,SDRW2100000468.1.1.15,SDRW2100000468.1.1.15,identity_high_confidence,1,0.77,0.769875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.15.wav
2021,SDRW2100000468,SDRW2100000468.1.1.16,SDRW2100000468.1.1.16,identity_high_confidence,1,3.74,3.739875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.16.wav
2021,SDRW2100000468,SDRW2100000468.1.1.17,SDRW2100000468.1.1.17,identity_high_confidence,1,2.71,2.709875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.17.wav
2021,SDRW2100000468,SDRW2100000468.1.1.18,SDRW2100000468.1.1.18,identity_high_confidence,1,0.46,0.46,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.18.wav
2021,SDRW2100000468,SDRW2100000468.1.1.19,SDRW2100000468.1.1.19,identity_high_confidence,1,4.39,4.389875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.19.wav
2021,SDRW2100000468,SDRW2100000468.1.1.20,SDRW2100000468.1.1.20,identity_high_confidence,1,3.8,3.799875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.20.wav
2021,SDRW2100000468,SDRW2100000468.1.1.21,SDRW2100000468.1.1.21,identity_high_confidence,1,0.62,0.619875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.21.wav
2021,SDRW2100000468,SDRW2100000468.1.1.22,SDRW2100000468.1.1.22,identity_high_confidence,1,2.5,2.5,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.22.wav
2021,SDRW2100000468,SDRW2100000468.1.1.23,SDRW2100000468.1.1.23,identity_high_confidence,1,2.461,2.46,-0.011,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.23.wav
2021,SDRW2100000468,SDRW2100000468.1.1.24,SDRW2100000468.1.1.24,identity_high_confidence,1,1.3,1.3,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.24.wav
2021,SDRW2100000468,SDRW2100000468.1.1.25,SDRW2100000468.1.1.25,identity_high_confidence,1,2.199,2.2,-0.009,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.25.wav
2021,SDRW2100000468,SDRW2100000468.1.1.26,SDRW2100000468.1.1.26,identity_high_confidence,1,2.32,2.319875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.26.wav
2021,SDRW2100000468,SDRW2100000468.1.1.27,SDRW2100000468.1.1.27,identity_high_confidence,1,2.39,2.389875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.27.wav
2021,SDRW2100000468,SDRW2100000468.1.1.28,SDRW2100000468.1.1.28,identity_high_confidence,1,1.63,1.63,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.28.wav
2021,SDRW2100000468,SDRW2100000468.1.1.29,SDRW2100000468.1.1.29,identity_high_confidence,1,1.36,1.36,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.29.wav
2021,SDRW2100000468,SDRW2100000468.1.1.30,SDRW2100000468.1.1.30,identity_high_confidence,1,1.82,1.819875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.30.wav
2021,SDRW2100000468,SDRW2100000468.1.1.31,SDRW2100000468.1.1.31,identity_high_confidence,1,1.58,1.579875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.31.wav
2021,SDRW2100000468,SDRW2100000468.1.1.32,SDRW2100000468.1.1.32,identity_high_confidence,1,1.34,1.339875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.32.wav
2021,SDRW2100000468,SDRW2100000468.1.1.33,SDRW2100000468.1.1.33,identity_high_confidence,1,2.48,2.479875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.33.wav
2021,SDRW2100000468,SDRW2100000468.1.1.34,SDRW2100000468.1.1.34,identity_high_confidence,1,1.13,1.129875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.34.wav
2021,SDRW2100000468,SDRW2100000468.1.1.35,SDRW2100000468.1.1.35,identity_high_confidence,1,2.38,2.38,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.35.wav
2021,SDRW2100000468,SDRW2100000468.1.1.36,SDRW2100000468.1.1.36,identity_high_confidence,1,3.4,3.4,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.36.wav
2021,SDRW2100000468,SDRW2100000468.1.1.37,SDRW2100000468.1.1.37,identity_high_confidence,1,1.73,1.729875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.37.wav
2021,SDRW2100000468,SDRW2100000468.1.1.38,SDRW2100000468.1.1.38,identity_high_confidence,1,1.04,1.039875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.38.wav
2021,SDRW2100000468,SDRW2100000468.1.1.39,SDRW2100000468.1.1.39,identity_high_confidence,1,4.53,4.53,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.39.wav
2021,SDRW2100000468,SDRW2100000468.1.1.40,SDRW2100000468.1.1.40,identity_high_confidence,1,1.0,1.0,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.40.wav
2021,SDRW2100000468,SDRW2100000468.1.1.41,SDRW2100000468.1.1.41,identity_high_confidence,1,2.58,2.58,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.41.wav
2021,SDRW2100000468,SDRW2100000468.1.1.42,SDRW2100000468.1.1.42,identity_high_confidence,1,2.35,2.349875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.42.wav
2021,SDRW2100000468,SDRW2100000468.1.1.43,SDRW2100000468.1.1.43,identity_high_confidence,1,1.42,1.419875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.43.wav
2021,SDRW2100000468,SDRW2100000468.1.1.44,SDRW2100000468.1.1.44,identity_high_confidence,1,2.0,1.999875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.44.wav
2021,SDRW2100000468,SDRW2100000468.1.1.45,SDRW2100000468.1.1.45,identity_high_confidence,1,4.4,4.399875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.45.wav
2021,SDRW2100000468,SDRW2100000468.1.1.46,SDRW2100000468.1.1.46,identity_high_confidence,1,1.85,1.849875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.46.wav
2021,SDRW2100000468,SDRW2100000468.1.1.47,SDRW2100000468.1.1.47,identity_high_confidence,1,1.52,1.519875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.47.wav
2021,SDRW2100000468,SDRW2100000468.1.1.48,SDRW2100000468.1.1.48,identity_high_confidence,1,2.54,2.539875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.48.wav
2021,SDRW2100000468,SDRW2100000468.1.1.49,SDRW2100000468.1.1.49,identity_high_confidence,1,2.89,2.89,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.49.wav
2021,SDRW2100000468,SDRW2100000468.1.1.50,SDRW2100000468.1.1.50,identity_high_confidence,1,0.73,0.73,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.50.wav
2021,SDRW2100000468,SDRW2100000468.1.1.51,SDRW2100000468.1.1.51,identity_high_confidence,1,1.29,1.29,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.51.wav
2021,SDRW2100000468,SDRW2100000468.1.1.52,SDRW2100000468.1.1.52,identity_high_confidence,1,2.09,2.089875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.52.wav
2021,SDRW2100000468,SDRW2100000468.1.1.53,SDRW2100000468.1.1.53,identity_high_confidence,1,0.65,0.649875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.53.wav
2021,SDRW2100000468,SDRW2100000468.1.1.54,SDRW2100000468.1.1.54,identity_high_confidence,1,2.47,2.469875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.54.wav
2021,SDRW2100000468,SDRW2100000468.1.1.55,SDRW2100000468.1.1.55,identity_high_confidence,1,1.28,1.279875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.55.wav
2021,SDRW2100000468,SDRW2100000468.1.1.56,SDRW2100000468.1.1.56,identity_high_confidence,1,3.07,3.069875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.56.wav
2021,SDRW2100000468,SDRW2100000468.1.1.57,SDRW2100000468.1.1.57,identity_high_confidence,1,0.43,0.43,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.57.wav
2021,SDRW2100000468,SDRW2100000468.1.1.58,SDRW2100000468.1.1.58,identity_high_confidence,1,1.7,1.699875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.58.wav
2021,SDRW2100000468,SDRW2100000468.1.1.59,SDRW2100000468.1.1.59,identity_high_confidence,1,1.28,1.279875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.59.wav
2021,SDRW2100000468,SDRW2100000468.1.1.60,SDRW2100000468.1.1.60,identity_high_confidence,1,2.96,2.959875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.60.wav
2021,SDRW2100000468,SDRW2100000468.1.1.61,SDRW2100000468.1.1.61,identity_high_confidence,1,3.41,3.409875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.61.wav
2021,SDRW2100000468,SDRW2100000468.1.1.62,SDRW2100000468.1.1.62,identity_high_confidence,1,2.27,2.269875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.62.wav
2021,SDRW2100000468,SDRW2100000468.1.1.63,SDRW2100000468.1.1.63,identity_high_confidence,1,1.19,1.189875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.63.wav
2021,SDRW2100000468,SDRW2100000468.1.1.64,SDRW2100000468.1.1.64,identity_high_confidence,1,0.86,0.859875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.64.wav
2021,SDRW2100000468,SDRW2100000468.1.1.65,SDRW2100000468.1.1.65,identity_high_confidence,1,4.37,4.369875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.65.wav
2021,SDRW2100000468,SDRW2100000468.1.1.66,SDRW2100000468.1.1.66,identity_high_confidence,1,3.55,3.55,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.66.wav
2021,SDRW2100000468,SDRW2100000468.1.1.67,SDRW2100000468.1.1.67,identity_high_confidence,1,0.82,0.82,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.67.wav
2021,SDRW2100000468,SDRW2100000468.1.1.68,SDRW2100000468.1.1.68,identity_high_confidence,1,1.44,1.44,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.68.wav
2021,SDRW2100000468,SDRW2100000468.1.1.69,SDRW2100000468.1.1.69,identity_high_confidence,1,4.44,4.44,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.69.wav
2021,SDRW2100000468,SDRW2100000468.1.1.70,SDRW2100000468.1.1.70,identity_high_confidence,1,1.34,1.339875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.70.wav
2021,SDRW2100000468,SDRW2100000468.1.1.71,SDRW2100000468.1.1.71,identity_high_confidence,1,1.73,1.729875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.71.wav
2021,SDRW2100000468,SDRW2100000468.1.1.72,SDRW2100000468.1.1.72,identity_high_confidence,1,0.77,0.769875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.72.wav
2021,SDRW2100000468,SDRW2100000468.1.1.73,SDRW2100000468.1.1.73,identity_high_confidence,1,1.25,1.249875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.73.wav
2021,SDRW2100000468,SDRW2100000468.1.1.74,SDRW2100000468.1.1.74,identity_high_confidence,1,2.72,2.719875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.74.wav
2021,SDRW2100000468,SDRW2100000468.1.1.75,SDRW2100000468.1.1.75,identity_high_confidence,1,1.37,1.369875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.75.wav
2021,SDRW2100000468,SDRW2100000468.1.1.76,SDRW2100000468.1.1.76,identity_high_confidence,1,1.1,1.099875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.76.wav
2021,SDRW2100000468,SDRW2100000468.1.1.77,SDRW2100000468.1.1.77,identity_high_confidence,1,1.54,1.539875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.77.wav
2021,SDRW2100000468,SDRW2100000468.1.1.78,SDRW2100000468.1.1.78,identity_high_confidence,1,1.9,1.899875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.78.wav
2021,SDRW2100000468,SDRW2100000468.1.1.79,SDRW2100000468.1.1.79,identity_high_confidence,1,0.71,0.709875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.79.wav
2021,SDRW2100000468,SDRW2100000468.1.1.80,SDRW2100000468.1.1.80,identity_high_confidence,1,0.53,0.529875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.80.wav
2021,SDRW2100000468,SDRW2100000468.1.1.81,SDRW2100000468.1.1.81,identity_high_confidence,1,1.61,1.609875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.81.wav
2021,SDRW2100000468,SDRW2100000468.1.1.82,SDRW2100000468.1.1.82,identity_high_confidence,1,0.77,0.769875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.82.wav
2021,SDRW2100000468,SDRW2100000468.1.1.83,SDRW2100000468.1.1.83,identity_high_confidence,1,2.25,2.25,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.83.wav
2021,SDRW2100000468,SDRW2100000468.1.1.84,SDRW2100000468.1.1.84,identity_high_confidence,1,0.46,0.46,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.84.wav
2021,SDRW2100000468,SDRW2100000468.1.1.85,SDRW2100000468.1.1.85,identity_high_confidence,1,2.55,2.55,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.85.wav
2021,SDRW2100000468,SDRW2100000468.1.1.86,SDRW2100000468.1.1.86,identity_high_confidence,1,0.98,0.979875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.86.wav
2021,SDRW2100000468,SDRW2100000468.1.1.87,SDRW2100000468.1.1.87,identity_high_confidence,1,1.07,1.069875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.87.wav
2021,SDRW2100000468,SDRW2100000468.1.1.88,SDRW2100000468.1.1.88,identity_high_confidence,1,1.31,1.309875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.88.wav
2021,SDRW2100000468,SDRW2100000468.1.1.89,SDRW2100000468.1.1.89,identity_high_confidence,1,4.092,4.089875,-0.012125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.89.wav
2021,SDRW2100000468,SDRW2100000468.1.1.90,SDRW2100000468.1.1.90,identity_high_confidence,1,1.728,1.729875,-0.008125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.90.wav
2021,SDRW2100000468,SDRW2100000468.1.1.91,SDRW2100000468.1.1.91,identity_high_confidence,1,2.24,2.239875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.91.wav
2021,SDRW2100000468,SDRW2100000468.1.1.92,SDRW2100000468.1.1.92,identity_high_confidence,1,1.69,1.69,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.92.wav
2021,SDRW2100000468,SDRW2100000468.1.1.93,SDRW2100000468.1.1.93,identity_high_confidence,1,1.48,1.48,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.93.wav
2021,SDRW2100000468,SDRW2100000468.1.1.94,SDRW2100000468.1.1.94,identity_high_confidence,1,0.62,0.619875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.94.wav
2021,SDRW2100000468,SDRW2100000468.1.1.95,SDRW2100000468.1.1.95,identity_high_confidence,1,1.86,1.86,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.95.wav
2021,SDRW2100000468,SDRW2100000468.1.1.96,SDRW2100000468.1.1.96,identity_high_confidence,1,0.46,0.46,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.96.wav
2021,SDRW2100000468,SDRW2100000468.1.1.97,SDRW2100000468.1.1.97,identity_high_confidence,1,3.89,3.89,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.97.wav
2021,SDRW2100000468,SDRW2100000468.1.1.98,SDRW2100000468.1.1.98,identity_high_confidence,1,0.58,0.58,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.98.wav
2021,SDRW2100000468,SDRW2100000468.1.1.99,SDRW2100000468.1.1.99,identity_high_confidence,1,2.07,2.07,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.99.wav
2021,SDRW2100000468,SDRW2100000468.1.1.100,SDRW2100000468.1.1.100,identity_high_confidence,1,2.02,2.019875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.100.wav
2021,SDRW2100000468,SDRW2100000468.1.1.101,SDRW2100000468.1.1.101,identity_high_confidence,1,3.42,3.42,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.101.wav
2021,SDRW2100000468,SDRW2100000468.1.1.102,SDRW2100000468.1.1.102,identity_high_confidence,1,0.55,0.55,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.102.wav
2021,SDRW2100000468,SDRW2100000468.1.1.103,SDRW2100000468.1.1.103,identity_high_confidence,1,0.46,0.46,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.103.wav
2021,SDRW2100000468,SDRW2100000468.1.1.104,SDRW2100000468.1.1.104,identity_high_confidence,1,2.1,2.1,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.104.wav
2021,SDRW2100000468,SDRW2100000468.1.1.105,SDRW2100000468.1.1.105,identity_high_confidence,1,3.29,3.289875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.105.wav
2021,SDRW2100000468,SDRW2100000468.1.1.106,SDRW2100000468.1.1.106,identity_high_confidence,1,1.0,1.0,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.106.wav
2021,SDRW2100000468,SDRW2100000468.1.1.107,SDRW2100000468.1.1.107,identity_high_confidence,1,3.79,3.79,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.107.wav
2021,SDRW2100000468,SDRW2100000468.1.1.108,SDRW2100000468.1.1.108,identity_high_confidence,1,3.83,3.829875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.108.wav
2021,SDRW2100000468,SDRW2100000468.1.1.109,SDRW2100000468.1.1.109,identity_high_confidence,1,0.87,0.869875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.109.wav
2021,SDRW2100000468,SDRW2100000468.1.1.110,SDRW2100000468.1.1.110,identity_high_confidence,1,2.26,2.259875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.110.wav
2021,SDRW2100000468,SDRW2100000468.1.1.111,SDRW2100000468.1.1.111,identity_high_confidence,1,0.58,0.58,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.111.wav
2021,SDRW2100000468,SDRW2100000468.1.1.112,SDRW2100000468.1.1.112,identity_high_confidence,1,1.9,1.899875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.112.wav
2021,SDRW2100000468,SDRW2100000468.1.1.113,SDRW2100000468.1.1.113,identity_high_confidence,1,0.74,0.739875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.113.wav
2021,SDRW2100000468,SDRW2100000468.1.1.114,SDRW2100000468.1.1.114,identity_high_confidence,1,3.56,3.559875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.114.wav
2021,SDRW2100000468,SDRW2100000468.1.1.115,SDRW2100000468.1.1.115,identity_high_confidence,1,2.1,2.099875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.115.wav
2021,SDRW2100000468,SDRW2100000468.1.1.116,SDRW2100000468.1.1.116,identity_high_confidence,1,2.39,2.389875,-0.010125,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.116.wav
2021,SDRW2100000468,SDRW2100000468.1.1.117,SDRW2100000468.1.1.117,identity_high_confidence,1,1.54,1.54,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.117.wav
2021,SDRW2100000468,SDRW2100000468.1.1.118,SDRW2100000468.1.1.118,identity_high_confidence,1,3.64,3.64,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.118.wav
2021,SDRW2100000468,SDRW2100000468.1.1.119,SDRW2100000468.1.1.119,identity_high_confidence,1,0.94,0.94,-0.01,D:\20_AUDIO\03_wav\individual\2021\SDRW2100000468\SDRW2100000468.1.1.119.wav
