year,speaker_id,utt_id,target_token,eojeol_idx,form,lab_text,eojeol_map_status,tagged_group,morph_signature,candidate_id,pron_hangul,pron_source_field,urimal_id,lexicon_pos,sense_no,match_status,occurrence_mfa_status,match_reason,global_plain_word_status,manual_decision,manual_notes,source_search_master_csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,5d2ce99b7ecc387cae7c98b11064d8b123f4b9ab1dac77a0bb795ba42cbebec6,읻따,pron_1,337561,VA,017,surface_only_morphologically_composed,reference_only,표면 철자는 같지만 여러 형태소로 구성되어 단일 사전 표제어의 발음을 이 occurrence에 적용할 근거가 없음,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,241a175e9a655246ac10d9ebb42274041a01164a307d0f136c938bfede513563,읻따,pron_1,338322,VA,018,surface_only_morphologically_composed,reference_only,표면 철자는 같지만 여러 형태소로 구성되어 단일 사전 표제어의 발음을 이 occurrence에 적용할 근거가 없음,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,291b50945f0163ff30bcb5f9d67aab1d4bcd98beceb61ca3c50be0789239c5f4,읻따,pron_1,359068,VA,019,surface_only_morphologically_composed,reference_only,표면 철자는 같지만 여러 형태소로 구성되어 단일 사전 표제어의 발음을 이 occurrence에 적용할 근거가 없음,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,cbd2a1d9a2e3f20f16da69f2b3e05dfff3e94bda62f4ae64e4fd35ee09635e72,읻따,pron_1,359069,VA,020,surface_only_morphologically_composed,reference_only,표면 철자는 같지만 여러 형태소로 구성되어 단일 사전 표제어의 발음을 이 occurrence에 적용할 근거가 없음,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,922258f7d10e4f10518bbc0b4ae144419f68467b0931f8484d8515cb881b7dbd,읻따,pron_1,359070,VA,021,surface_only_morphologically_composed,reference_only,표면 철자는 같지만 여러 형태소로 구성되어 단일 사전 표제어의 발음을 이 occurrence에 적용할 근거가 없음,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,10d7b968962ac5f2fb13f446018a50c3f0e42d5dc1c732666b2e160dae8a9848,읻따,pron_1,441040,VX,022,predicate_dictionary_form_pos,eligible_occurrence_candidate,용언 어간+다/EF가 사전 -다 표제어와 품사까지 일치,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2001376,SDRW2000001214.1.1.95,있다,3,평가가 절하돼 있다,평가가 절하돼 있다,position_exact,있/VX+다/EF,있/VX+다/EF,7170de2b874a747ba153fdf731c992a9812616f3c7fd186f839d854ebc91d3bd,읻따,pron_1,444370,VX,023,predicate_dictionary_form_pos,eligible_occurrence_candidate,용언 어간+다/EF가 사전 -다 표제어와 품사까지 일치,pending_full_occurrence_audit,B가 더 나음,있다의 격음이 경음으로 표기됨. 다만 t͈ 부분에 대한 해석 필요,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001214.csv
2020,SD2002454,SDRW2000001983.1.1.304,저희,3,어~ 왜냐하면 저희 동네에,어 왜냐하면 저희 동네에,unique_surface_recovery,저희/NP,저희/NP,a57673900f6c7741af9992c11a7ba6eca90d098dd8b415af52424524eff495ed,저히,pron_1,21130,NP,001,exact_single_morph_pos,eligible_occurrence_candidate,단일 형태소 표면형과 품사가 사전 표제어와 정확히 일치,pending_full_occurrence_audit,,,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001983.csv
2020,SD2002454,SDRW2000001983.1.1.304,저희,3,어~ 왜냐하면 저희 동네에,어 왜냐하면 저희 동네에,unique_surface_recovery,저희/NP,저희/NP,ecc982613de83ab3b03484ecc03d74cbdb297eb880df3c8151d9e64902d0e0ae,저히,pron_1,53610,NP,002,exact_single_morph_pos,eligible_occurrence_candidate,단일 형태소 표면형과 품사가 사전 표제어와 정확히 일치,pending_full_occurrence_audit,,,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001983.csv
2020,SD2002454,SDRW2000001983.1.1.304,저희,3,어~ 왜냐하면 저희 동네에,어 왜냐하면 저희 동네에,unique_surface_recovery,저희/NP,저희/NP,a9759b49bfe1385eff487a114710570a4d1ed0e952272ac9fe3032c1f35fc541,저히,pron_1,66561,NP,003,exact_single_morph_pos,eligible_occurrence_candidate,단일 형태소 표면형과 품사가 사전 표제어와 정확히 일치,pending_full_occurrence_audit,,,D:\10_LAYERS\05_search_master_pre_mfa_staging\pre_mfa_v1_20260725\2020\SDRW2000001983.csv
